what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354266714093
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354266722234
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354266757062
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354266823593
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354266938250
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354266947718
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354266951906
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354266953000
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354266957390
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354266957937
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354266958421
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267020828
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354267024921
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267027421
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354267063890
error,log,,,"The system console model is invalid. Cannot launch.",1354267093765
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267098015
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267111140
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267111156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267111171
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267175656
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267175656
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267177218
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1354267177250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267178921
error,log,,,"The system console model is invalid. Cannot launch.",1354267207328
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267210859
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354267211828
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267218656
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267234640
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354267234656
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354267235234
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267237531
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267443390
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354267443421
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267446265
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.restartWorkbench",1354267447750
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1354267448046
stopped,bundle,com.altera.debug.cdi.gdb.plugin,11.1.0.259,"com.altera.debug.cdi.gdb.plugin",1354267448046
stopped,bundle,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch",1354267448046
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1354267448046
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1354267448078
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1354267448125
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1354267448125
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1354267448484
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201009141542,"org.eclipse.cdt.gdb.ui",1354267448593
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1354267448593
stopped,bundle,com.altera.sbtgui.ui,11.1.0.259,"com.altera.sbtgui.ui",1354267448593
stopped,bundle,com.altera.sbtgui.project,11.1.0.259,"com.altera.sbtgui.project",1354267448593
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1354267448593
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1354267448593
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.traditional",1354267448671
stopped,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1354267448671
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1354267448671
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.ui",1354267448734
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1354267448734
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1354267448734
stopped,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009141542,"org.eclipse.cdt.managedbuilder.core",1354267448734
stopped,bundle,org.eclipse.cdt.make.core,7.0.0.201009141542,"org.eclipse.cdt.make.core",1354267448734
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1354267448734
stopped,bundle,com.altera.sbtgui.flash.plugin,11.1.0.259,"com.altera.sbtgui.flash.plugin",1354267448796
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1354267479984
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1354267479984
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1354267479984
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1354267479984
started,bundle,org.eclipse.cdt.core,5.2.1.201009141542,"org.eclipse.cdt.core",1354267479984
started,bundle,org.eclipse.cdt.make.core,7.0.0.201009141542,"org.eclipse.cdt.make.core",1354267479984
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1354267480109
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009141542,"org.eclipse.cdt.managedbuilder.core",1354267480203
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1354267480250
started,bundle,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui",1354267480250
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1354267480250
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1354267480265
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1354267480265
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1354267480265
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1354267480265
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1354267480265
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1354267480281
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1354267480281
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1354267480343
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1354267480359
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1354267480390
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1354267480390
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1354267480390
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1354267480406
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1354267480406
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1354267480406
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1354267480406
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1354267480406
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1354267480406
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1354267480406
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1354267480406
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1354267480437
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1354267480437
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1354267480437
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1354267480437
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1354267480437
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1354267480437
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1354267480437
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1354267480437
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1354267480437
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1354267480437
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1354267480484
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1354267480609
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1354267480640
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1354267480640
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1354267480671
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1354267480687
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1354267480687
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1354267480687
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1354267480687
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1354267480750
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1354267480750
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1354267480750
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1354267480750
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1354267480750
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1354267480843
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1354267480843
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1354267480843
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1354267480875
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1354267480875
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1354267480875
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1354267480921
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1354267480953
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1354267480953
started,bundle,com.altera.sbtgui.core,11.1.0.259,"com.altera.sbtgui.core",1354267480984
started,bundle,com.altera.sbtgui.project,11.1.0.259,"com.altera.sbtgui.project",1354267481031
os,sysinfo,,,"win32",1354267481046
arch,sysinfo,,,"x86",1354267481046
ws,sysinfo,,,"win32",1354267481046
locale,sysinfo,,,"zh_CN",1354267481046
processors,sysinfo,,,"2",1354267481046
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1354267481046
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1354267481046
java.specification.name,sysinfo,,,"Java Platform API Specification",1354267481046
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1354267481046
java.specification.version,sysinfo,,,"1.6",1354267481046
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1354267481046
java.version,sysinfo,,,"1.6.0_23",1354267481046
java.vm.info,sysinfo,,,"mixed mode",1354267481046
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1354267481046
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1354267481046
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1354267481046
java.vm.specification.version,sysinfo,,,"1.0",1354267481046
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1354267481046
java.vm.version,sysinfo,,,"19.0-b09",1354267481046
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1354267481500
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1354267481500
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1354267481562
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1354267481750
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1354267481968
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1354267482140
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1354267482453
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1354267482500
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1354267482750
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1354267482781
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1354267483125
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1354267483296
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1354267483359
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1354267483765
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1354267483828
started,bundle,com.altera.sbtgui.integration,11.1.0.259,"com.altera.sbtgui.integration",1354267484234
started,bundle,com.altera.systemconsole,11.1.0.259,"com.altera.systemconsole",1354267484296
started,bundle,com.altera.utilities,11.1.0.259,"com.altera.utilities",1354267484390
started,bundle,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch",1354267485031
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354267589031
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1354267589718
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1354267590406
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1354267590718
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1354267590750
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1354267593656
started,bundle,com.altera.debug.cdi.gdb.plugin,11.1.0.259,"com.altera.debug.cdi.gdb.plugin",1354267618359
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267618546
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267685515
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1354267685578
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354267685812
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354267687421
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267688593
opened,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354267713546
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1354267714625
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1354267714765
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1354267714765
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1354267714765
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1354267714859
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267745265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267746453
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267747718
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354267748890
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267777765
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267780843
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267782406
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267821640
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354267858687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354268365125
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354268375234
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354268431265
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354268436343
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354268443609
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1354268504812
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354268505109
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.exit",1354268505437
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1354268505500
stopped,bundle,com.altera.debug.cdi.gdb.plugin,11.1.0.259,"com.altera.debug.cdi.gdb.plugin",1354268505500
stopped,bundle,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch",1354268505500
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1354268505500
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1354268505500
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1354268505500
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1354268505500
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1354268505500
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201009141542,"org.eclipse.cdt.gdb.ui",1354268505515
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1354268505515
