what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1354243971703
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1354243971703
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1354243971703
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1354243971703
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1354243971734
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1354243971750
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1354243971750
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1354243971750
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1354243971906
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1354243971906
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1354243971906
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1354243971906
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1354243971906
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1354243971906
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1354243971953
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1354243972062
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1354243972062
started,bundle,com.altera.sbtgui.project,11.1.0.259,"com.altera.sbtgui.project",1354243972093
os,sysinfo,,,"win32",1354243972109
arch,sysinfo,,,"x86",1354243972109
ws,sysinfo,,,"win32",1354243972109
locale,sysinfo,,,"zh_CN",1354243972109
processors,sysinfo,,,"2",1354243972109
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1354243972109
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1354243972109
java.specification.name,sysinfo,,,"Java Platform API Specification",1354243972109
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1354243972109
java.specification.version,sysinfo,,,"1.6",1354243972109
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1354243972109
java.version,sysinfo,,,"1.6.0_23",1354243972109
java.vm.info,sysinfo,,,"mixed mode",1354243972109
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1354243972109
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1354243972109
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1354243972109
java.vm.specification.version,sysinfo,,,"1.0",1354243972109
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1354243972109
java.vm.version,sysinfo,,,"19.0-b09",1354243972109
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1354243972546
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1354243972546
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1354243973046
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1354243973234
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1354243973656
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1354243973875
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1354243974515
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1354243974671
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354243975078
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1354243975250
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1354243976062
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1354243976187
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1354243976625
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1354243976625
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1354243976625
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1354243977890
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1354243978046
started,bundle,com.altera.sbtgui.integration,11.1.0.259,"com.altera.sbtgui.integration",1354243978890
started,bundle,com.altera.systemconsole,11.1.0.259,"com.altera.systemconsole",1354243978968
started,bundle,com.altera.utilities,11.1.0.259,"com.altera.utilities",1354243979687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354243980984
started,bundle,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch",1354243984015
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354243986656
started,bundle,com.altera.sbtgui.core,11.1.0.259,"com.altera.sbtgui.core",1354243987593
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1354243988687
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354243990562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354243990718
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354243996546
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354243999609
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354244001500
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1354244003109
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1354244003343
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1354244003421
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354244003500
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244004906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244005734
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244005953
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244025203
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354244025343
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354244026796
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244029640
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354244044531
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1354244044828
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244049421
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354244050578
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354244052703
opened,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354244070437
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244073562
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1354244074187
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1354244074281
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1354244074296
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1354244074312
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1354244074484
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244080187
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354244081921
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354244100437
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354244129968
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244137921
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244146421
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354244147250
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354244150953
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244158906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244173953
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354244190718
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354244190796
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354244193562
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354244194453
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354244197718
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354244199390
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354244205093
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354244205765
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244215734
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244242687
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244248562
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244251468
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354244259890
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244260859
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244272765
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354244274031
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244276265
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354244304609
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354244315546
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244325968
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354244325984
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354244329593
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244334015
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244344078
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354244362968
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354244365031
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354244395281
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244397500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244431203
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354244434984
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354244435562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244438296
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244450296
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354244455109
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244455125
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354244465625
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244476140
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354244476156
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354244492312
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354244511750
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244518375
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244525265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244529156
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244587546
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354244595203
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244597312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244609000
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354244609921
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244611953
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354244628906
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354244639640
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244642765
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354244642781
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354244645765
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354244650078
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244662234
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244686468
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354244693296
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244712796
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244733890
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354244736671
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354244741390
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354244752640
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354244760687
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354244761453
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244763546
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244775437
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354244780406
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244780406
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354244791625
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244802062
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354244802062
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354244818218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244849671
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244859328
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354244859343
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354244860250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244862109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244867796
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354244872125
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354244880250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244883093
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354244884500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244894234
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354244894234
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354244909109
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354244916093
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244925781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244937687
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354244941281
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354244941843
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244943781
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354244959812
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354244971796
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244981281
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354244981296
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244988234
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354244988375
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354244989406
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354245000234
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354245008203
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354245012218
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354245017718
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354245025359
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354245026046
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354245027734
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354245032328
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354245032859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354245035609
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354245056593
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354245067578
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354245077218
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354245077234
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354245092281
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354245096546
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354245109843
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354245118546
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354245119703
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354245126406
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354245126421
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354245134890
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354245632375
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354245633281
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354245634296
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354245636390
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354245656265
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354245661328
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354245672609
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354245681781
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354245697343
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354245728421
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354245780843
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354245783187
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354245785406
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354245791656
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354245796484
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354245796515
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354245807781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354245816890
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354245816890
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354245831500
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354245862687
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354245862750
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354245862765
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1354245862890
