what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247039531
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247040468
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247063390
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247066484
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247244671
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354247245796
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247248921
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354247267593
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354247281562
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247295046
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354247295046
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247310078
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354247346156
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247348953
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354247354671
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1354247356843
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247360750
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247361671
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354247361812
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354247361812
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354247362968
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354247364765
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354247364859
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354247368421
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354247369015
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354247383078
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247385937
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247396359
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354247401687
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247401687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247413625
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354247414609
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354247415968
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354247417343
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247418171
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247420531
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354247420546
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354247422500
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354247437328
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354247440328
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354247444578
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354247460359
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354247463437
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354247465312
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354247466046
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247470781
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354247510187
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354247523953
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247535843
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354247535843
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354247553890
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354247593218
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354247624593
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354247625218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247627171
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354247644359
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354247656125
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247667437
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354247667453
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354247686062
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247752843
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247821250
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354247822218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247823937
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247824859
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354247828968
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354247835250
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354247837890
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247840125
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354247860812
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354247876781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247888765
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354247888765
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247896609
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354247910796
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247910812
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354247951343
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247953609
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247959750
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354247964531
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247964546
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354247976109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247980359
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354247980359
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354247981734
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247986468
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354247986859
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354247986859
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354248004406
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354248008828
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354248012906
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248040375
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248041593
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248043828
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248044453
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248045125
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248061562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248065671
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354248067218
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248067234
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354248067250
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354248067500
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354248069812
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354248094281
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354248094921
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248097859
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248111140
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354248116406
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248116406
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354248128750
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248139812
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354248139812
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354248149250
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354248173750
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354248181890
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354248183265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248185671
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354248204312
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354248218593
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248229359
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354248229359
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354248246812
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354248253718
error,log,,,"Unhandled event loop exception",1354248256140
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1354248259312
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354248261968
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354248263437
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354248269515
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354248275312
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248277656
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354248296515
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354248307828
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248319531
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354248319531
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354248337250
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354248350890
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354248353953
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354248354718
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248356703
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248369468
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354248375093
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248375156
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354248387625
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248398828
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354248398828
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354248416937
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354248420593
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354248427593
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354248428375
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248430984
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354248449968
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354248461828
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248473250
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354248473250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248484906
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354248490187
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248493031
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354248502609
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354248759781
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248761156
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248769406
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354248769421
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354248770140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248771984
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248778484
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354248784218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248784250
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354248797937
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248807687
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354248807687
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354248824328
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354248877109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354249153281
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354249153609
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354252518218
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354252525812
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354252542656
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354252549359
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354252550687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354252596250
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354252598828
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354252611687
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354252623562
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354252625359
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354252628453
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354252630718
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354252642265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354252643906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354252644906
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354252645406
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354253013453
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354253014281
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354253015875
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354253018484
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354253037906
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354253043140
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254653984
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254668109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254678484
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254683765
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354254700015
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254700031
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254700031
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254701421
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354254701437
error,log,,,"The system console model is invalid. Cannot launch.",1354254720625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254720718
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254723406
started,bundle,com.altera.debug.cdi.gdb.plugin,11.1.0.259,"com.altera.debug.cdi.gdb.plugin",1354254742046
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254742265
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254745312
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1354254745312
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354254759250
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354254770062
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354254790171
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354254833421
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354254883015
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354254897546
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354254906250
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354254906906
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254908781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254928890
